100 100 5.030303 5.030303 0 0 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-0.000032 -- -- -- 0
-0.000052 -0.000004 -- -- 0
-0.000075 -0.000005 -- -- 0
-0.000101 -0.000005 -- -- 0
-0.000130 -0.000006 -- -- 0
-0.000161 -0.000007 -- -- 0
-0.000196 -0.000007 -- -- 0
-0.000234 -0.000008 -- -- 0
-0.000273 -0.000008 -- -- 0
-0.000315 -0.000009 -- -- 0
-0.000359 -0.000009 -- -- 0
-0.000404 -0.000009 -- -- 0
-0.000448 -0.000009 -- -- 0
-0.000494 -0.000009 -- -- 0
-0.000538 -0.000009 -- -- 0
-0.000582 -0.000009 -- -- 0
-0.000625 -0.000008 -- -- 0
-0.000667 -0.000008 -- -- 0
-0.000710 -0.000009 -- -- 0
-0.000753 -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
-- -- -- -- 0
